file,actor,emotion,intensity,label,split,label_name,duration_s,mfcc0_mean,mfcc0_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc14_mean,mfcc14_std,mfcc15_mean,mfcc15_std,mfcc16_mean,mfcc16_std,mfcc17_mean,mfcc17_std,mfcc18_mean,mfcc18_std,mfcc19_mean,mfcc19_std,dmfcc0_absmean,dmfcc1_absmean,dmfcc2_absmean,dmfcc3_absmean,dmfcc4_absmean,dmfcc5_absmean,dmfcc6_absmean,dmfcc7_absmean,dmfcc8_absmean,dmfcc9_absmean,dmfcc10_absmean,dmfcc11_absmean,dmfcc12_absmean,dmfcc13_absmean,dmfcc14_absmean,dmfcc15_absmean,dmfcc16_absmean,dmfcc17_absmean,dmfcc18_absmean,dmfcc19_absmean,f0_mean,f0_std,f0_min,f0_max,f0_median,f0_range,jitter,voiced_fraction,rms_mean,rms_std,rms_min,rms_max,rms_cv,shimmer,pause_ratio,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,onset_rate
data/raw/ravdess/Actor_01/03-01-01-01-01-01-01.wav,1,neutral,1,0,train,NOT_STRESSED,1.376,-247.3194580078125,91.76020812988281,112.3342056274414,54.80836868286133,-8.17910385131836,25.868270874023438,31.441160202026367,28.776424407958984,4.154150485992432,24.134780883789062,-8.547237396240234,17.55910301208496,-10.318199157714844,16.735097885131836,-25.134939193725586,14.266576766967773,-16.56715202331543,11.131735801696777,0.8724107146263123,13.773576736450195,-11.000405311584473,13.66489028930664,2.474261999130249,13.449277877807617,-13.670324325561523,9.644434928894043,4.810657501220703,10.526664733886719,-9.473848342895508,8.548810958862305,-8.096755027770996,9.292094230651855,-6.426600456237793,9.914669036865234,-1.7581080198287964,6.357847213745117,-14.864389419555664,8.31524658203125,-3.409447431564331,6.649868965148926,13.865307807922363,6.400518894195557,4.190132141113281,4.850579261779785,4.175814151763916,3.283803701400757,2.7908575534820557,2.525434970855713,1.488097071647644,2.161410331726074,2.2834701538085938,1.9705017805099487,1.5689057111740112,1.38412344455719,1.116000771522522,1.2934544086456299,1.3421361446380615,0.9177941679954529,1.203601360321045,1.0534822940826416,116.69289919294239,16.48030638996408,88.35402348603154,146.88642519655863,113.92105451406232,58.5324017105271,0.01631295240726897,0.9310344827586207,0.11527410034630876,0.07611881293458761,0.0007841448532417417,0.32195672392845154,0.6603288054466248,0.20522917807102203,0.14942528735632185,0.10869028376436782,0.0810811379989674,1476.5300248425763,815.3584295058283,1451.2874929217269,420.73192883432074,2728.2686781609195,1512.247496322096,0.024201526994022123,0.04782704292551992,5.087209302325582
data/raw/ravdess/Actor_01/03-01-01-01-01-02-01.wav,1,neutral,1,0,train,NOT_STRESSED,1.376,-256.7671203613281,79.26042938232422,104.9728775024414,53.86665344238281,-6.104699611663818,24.239166259765625,36.562870025634766,25.56098175048828,0.961904764175415,25.2554874420166,-7.850545406341553,14.34201431274414,-11.658385276794434,17.613170623779297,-26.120956420898438,14.34000301361084,-13.892363548278809,10.75098705291748,1.4126304388046265,14.28893756866455,-11.240849494934082,14.183296203613281,0.4195377826690674,12.643023490905762,-14.842530250549316,8.96158218383789,4.78776741027832,12.264618873596191,-11.155192375183105,9.097382545471191,-6.653952598571777,8.098852157592773,-7.819965839385986,9.082693099975586,-0.32253363728523254,6.034265995025635,-14.053014755249023,8.794051170349121,-4.571458339691162,6.98995304107666,12.890846252441406,7.108994960784912,3.970165729522705,4.1681389808654785,4.648509502410889,2.7152812480926514,2.4546358585357666,2.496774196624756,1.751846194267273,2.238797426223755,2.1016860008239746,1.974916696548462,1.665777564048767,1.5763214826583862,1.5929948091506958,1.0805624723434448,1.1548305749893188,0.9827529788017273,1.2678552865982056,1.099705696105957,120.69975402905891,18.81201928414597,84.8528137423857,153.8332898304875,125.6752947384752,68.9804760881018,0.011733719013539576,0.9540229885057471,0.10500151099605036,0.06876620813682587,0.0035403475631028414,0.28164365887641907,0.6549069285392761,0.21244771778583527,0.12643678160919541,0.09896955818965517,0.07868170950886438,1481.9531433106222,815.3971443254022,1465.4967990178448,368.994396600418,2799.030172413793,1358.8684657359308,0.023726204066469078,0.05082011804708341,7.267441860465117
data/raw/ravdess/Actor_01/03-01-01-01-02-01-01.wav,1,neutral,1,0,train,NOT_STRESSED,1.344,-267.4044494628906,93.20999145507812,109.40071105957031,64.46741485595703,-2.8277509212493896,37.05045700073242,30.082223892211914,22.4996280670166,-1.282853126525879,27.709442138671875,-3.4182560443878174,18.546886444091797,-13.804357528686523,19.545289993286133,-23.12029457092285,14.25377368927002,-17.123207092285156,12.157462120056152,0.24088148772716522,15.83408260345459,-10.945646286010742,11.227803230285645,4.524960994720459,14.776981353759766,-14.253466606140137,9.70373821258545,0.9100366830825806,11.402982711791992,-7.745974540710449,6.325313568115234,-12.628715515136719,9.480645179748535,-3.6569936275482178,9.22354507446289,0.831745445728302,6.928507328033447,-14.389867782592773,8.29223346710205,-4.169495582580566,6.617886066436768,13.942329406738281,7.8339619636535645,5.899129867553711,3.1903700828552246,4.03712272644043,2.3279619216918945,2.485645055770874,2.217928409576416,2.111426830291748,2.569291591644287,1.7299730777740479,2.288252353668213,1.7227481603622437,1.7462719678878784,0.9065273404121399,1.5645804405212402,1.4210482835769653,1.157848834991455,1.2676000595092773,0.8756669163703918,116.19763316221238,15.501022082562013,86.8361542464227,147.73732960138994,109.09163051917963,60.90117535496725,0.0217319547613752,0.9411764705882353,0.10097619842323612,0.06606038091333725,0.00022049467952456325,0.2975360155105591,0.6542170643806458,0.14888690412044525,0.10588235294117647,0.12618336397058824,0.13610139091695733,1552.170967605187,1069.680862230858,1409.2807382360447,388.1723574971257,2795.955882352941,1578.2484898924347,0.01732200054479215,0.03731073779751423,4.464285714285714
data/raw/ravdess/Actor_01/03-01-01-01-02-02-01.wav,1,neutral,1,0,train,NOT_STRESSED,1.28,-275.05291748046875,98.3699951171875,103.65520477294922,63.81247329711914,2.892382860183716,34.659149169921875,31.527639389038086,25.44508934020996,1.851007342338562,24.570480346679688,-0.9951865077018738,16.121274948120117,-15.97951602935791,19.233835220336914,-22.361474990844727,14.748226165771484,-14.59994888305664,12.904939651489258,1.8189882040023804,13.847343444824219,-10.009485244750977,11.032610893249512,0.3748558759689331,11.423626899719238,-14.466887474060059,8.90754508972168,1.6083645820617676,9.908760070800781,-6.6175432205200195,7.2951459884643555,-11.582390785217285,8.783394813537598,-3.593169689178467,10.096879959106445,-0.8330110311508179,7.972171783447266,-12.142036437988281,7.977417469024658,-5.590844631195068,7.213800430297852,14.523015975952148,8.261022567749023,6.019886493682861,3.593940258026123,3.9390764236450195,2.574084520339966,2.545339584350586,2.5945799350738525,2.1564834117889404,2.2403664588928223,1.564061164855957,1.8054088354110718,1.4445048570632935,1.7149853706359863,1.2108932733535767,1.2962173223495483,1.4479739665985107,1.2267736196517944,0.8881399035453796,1.0564626455307007,115.67356996929361,14.750428482411044,86.33601480064921,140.25326982734947,115.91235947098146,53.91725502670026,0.0187408431779755,0.9876543209876543,0.09010416506480622,0.06345590329237194,0.0003299785603303462,0.2734442353248596,0.7042504549026489,0.15563428401947021,0.09876543209876543,0.12428867669753087,0.13145651136072017,1579.4920029598131,1077.1710628555606,1456.2158085643769,420.858873758312,2866.70524691358,1651.301946747486,0.021926454667944784,0.04009271762966984,3.90625
data/raw/ravdess/Actor_01/03-01-02-01-01-01-01.wav,1,calm,1,0,train,NOT_STRESSED,1.632,-254.56858825683594,85.08983612060547,104.25860595703125,61.775630950927734,1.8215199708938599,33.09173583984375,30.672693252563477,27.651220321655273,4.226602554321289,25.57200050354004,-4.874514579772949,16.512304306030273,-11.858610153198242,15.77161979675293,-16.876008987426758,12.580411911010742,-17.46683692932129,11.134021759033203,2.5283024311065674,17.20884895324707,-10.333841323852539,12.877840042114258,2.480900764465332,10.487591743469238,-11.990460395812988,11.507393836975098,5.14705228805542,10.228118896484375,-8.625426292419434,8.88092041015625,-8.284417152404785,9.114922523498535,-2.275360584259033,9.88235855102539,-4.219222068786621,8.982076644897461,-11.268916130065918,7.54232931137085,-4.006753444671631,8.485918045043945,13.640873908996582,8.438920021057129,5.095791816711426,4.394850254058838,3.8742306232452393,2.707174062728882,2.3417012691497803,1.766151785850525,1.9345849752426147,2.5040736198425293,1.8203243017196655,1.8766590356826782,1.7121284008026123,1.4666279554367065,1.3481347560882568,1.3249465227127075,1.1111586093902588,1.379509449005127,1.221889853477478,1.100114345550537,120.11774385570163,20.81148343228319,82.43721884748535,173.6723084928454,115.91235947098146,91.23508964536003,0.026436406113086203,0.883495145631068,0.11927763375852628,0.09061146498394992,0.00027557884459383786,0.39124414324760437,0.7596684694290161,0.17289237678050995,0.1941747572815534,0.1338649120145631,0.1377808311051127,1586.3853981972113,1095.428715702287,1461.859993840641,431.37500446620794,2818.4162621359224,1730.894205263403,0.03564217829502084,0.07597128018256603,3.6764705882352944
data/raw/ravdess/Actor_01/03-01-02-01-01-02-01.wav,1,calm,1,0,train,NOT_STRESSED,1.76,-277.8821716308594,83.25501251220703,116.89000701904297,56.57438659667969,0.04713106527924538,33.26926040649414,27.85194206237793,24.424409866333008,9.053557395935059,24.297035217285156,-5.860084533691406,13.829174995422363,-12.5328950881958,16.51565170288086,-14.037201881408691,13.707653045654297,-15.04059886932373,11.967103958129883,3.842909812927246,14.422160148620605,-7.029914379119873,14.203815460205078,-0.2731013894081116,10.105966567993164,-10.7367525100708,11.619564056396484,2.4810285568237305,9.19944953918457,-6.1482062339782715,9.476371765136719,-10.179808616638184,9.939200401306152,-2.98409366607666,9.142319679260254,-2.6039352416992188,7.866641521453857,-10.019691467285156,8.807623863220215,-4.891364574432373,7.866919040679932,12.82685375213623,7.823992729187012,5.210861682891846,3.789625883102417,3.883666515350342,2.31062912940979,2.3026161193847656,2.180850028991699,1.815207600593567,2.0581719875335693,1.9614322185516357,1.4932304620742798,1.9140533208847046,1.455817461013794,1.4533387422561646,1.3572719097137451,1.3402864933013916,1.2364157438278198,1.1848798990249634,1.126779317855835,112.0888475687844,19.988523434389982,89.38064778736214,158.3409492927473,104.4660675955349,68.96030150538516,0.019119190012526304,0.9819819819819819,0.09639228045177932,0.07542021825341474,0.00031158237834461033,0.3851846158504486,0.7824300527572632,0.17397570610046387,0.2072072072072072,0.10101703265765766,0.10116095391222528,1375.4483871277932,912.8698188400347,1402.3446160008625,487.6599439334439,2551.661036036036,1696.500377564806,0.023676026414168435,0.05173969462583949,2.272727272727273
data/raw/ravdess/Actor_01/03-01-02-01-02-01-01.wav,1,calm,1,0,train,NOT_STRESSED,1.664,-251.4431610107422,91.76309967041016,110.72818756103516,69.36253356933594,-3.598175525665283,39.55236053466797,27.40926742553711,26.536165237426758,1.3610161542892456,25.112321853637695,0.0880017876625061,16.78578758239746,-10.053504943847656,19.411460876464844,-16.88541603088379,15.19407844543457,-15.728535652160645,12.563115119934082,1.6101868152618408,17.767866134643555,-5.697016716003418,12.106895446777344,1.690824270248413,9.417315483093262,-12.285276412963867,12.121503829956055,6.401571273803711,8.425345420837402,-11.464408874511719,9.018871307373047,-10.933887481689453,8.15977668762207,-2.7800450325012207,8.251864433288574,-2.9273974895477295,9.741527557373047,-13.602910041809082,9.106809616088867,-4.197542190551758,7.073180675506592,13.290040969848633,8.425429344177246,6.000303268432617,3.947977304458618,3.552830934524536,2.5052568912506104,2.662830114364624,2.5862388610839844,1.908586025238037,2.221369743347168,1.6806095838546753,1.3525906801223755,1.7971255779266357,1.5064746141433716,1.1867398023605347,1.1309713125228882,1.2391932010650635,1.4030565023422241,1.452779769897461,1.107629418373108,107.56655142898775,10.506238121517088,88.35402348603154,136.26053148850528,106.9078461768407,47.90650800247374,0.017976548002928035,0.9714285714285714,0.1265944742431332,0.07260444983829895,0.0006435055984184146,0.2885722517967224,0.5735198259353638,0.11883463710546494,0.08571428571428572,0.12955729166666666,0.1559581343692972,1540.5015761929053,1195.3762806806876,1332.3523835749681,382.91654096197504,2665.625,1620.480206972759,0.012929831799244442,0.0252467021545363,3.605769230769231
data/raw/ravdess/Actor_01/03-01-02-01-02-02-01.wav,1,calm,1,0,train,NOT_STRESSED,1.6,-264.8807678222656,89.07096099853516,117.98817443847656,65.23333740234375,-5.495079040527344,36.211002349853516,29.515119552612305,22.88381004333496,1.912611961364746,21.790599822998047,-1.072380781173706,14.962422370910645,-13.220125198364258,18.295791625976562,-17.488813400268555,13.538655281066895,-15.039328575134277,12.292235374450684,0.09262366592884064,17.22541046142578,-5.990367412567139,12.182272911071777,1.9674965143203735,11.104423522949219,-11.778275489807129,12.376154899597168,5.49816370010376,8.68543529510498,-8.780223846435547,9.069149017333984,-10.927440643310547,9.579113006591797,-3.608851671218872,8.292951583862305,-3.128861427307129,9.49242115020752,-14.310953140258789,8.867677688598633,-6.329033374786377,7.596288204193115,12.347433090209961,8.613140106201172,5.351874351501465,3.616060972213745,3.2438764572143555,2.2491025924682617,2.1644606590270996,2.6204633712768555,1.841672420501709,2.6544768810272217,1.6204397678375244,1.3956130743026733,1.7524831295013428,1.3394100666046143,1.2398128509521484,1.4666272401809692,1.2661546468734741,1.571521520614624,1.169594168663025,1.2136427164077759,108.35437729925957,9.430015403898047,87.84514175673752,132.38145865964958,108.15005551329962,44.53631690291206,0.013995138375138131,0.9603960396039604,0.10932779817042024,0.06642181580231167,0.0007434844155795872,0.26047882437705994,0.6075472831726074,0.10817549377679825,0.0891089108910891,0.10974241955445545,0.1315096082339927,1428.3820740069118,1062.6835114506057,1324.3286465793442,420.89086775048065,2562.964108910891,1582.4308285502516,0.012398185090151486,0.022070926869194738,3.125
data/raw/ravdess/Actor_01/03-01-02-02-01-01-01.wav,1,calm,2,0,train,NOT_STRESSED,1.856,-249.5624542236328,77.15316009521484,117.10491180419922,55.01567077636719,3.83080792427063,31.896560668945312,29.257314682006836,25.798141479492188,6.968095302581787,26.472270965576172,-4.751019477844238,14.093803405761719,-10.565088272094727,16.81435203552246,-9.510212898254395,9.776734352111816,-15.337671279907227,11.483705520629883,2.9182116985321045,15.20520305633545,-3.2147023677825928,12.054288864135742,-0.8918027281761169,8.53197193145752,-9.894149780273438,9.350404739379883,4.0652947425842285,8.238532066345215,-4.917684078216553,8.721342086791992,-4.5740814208984375,8.244425773620605,-6.0239667892456055,10.111218452453613,4.633586883544922,8.267621040344238,-14.979166030883789,11.145377159118652,-0.7214994430541992,8.060685157775879,12.45992374420166,6.783967018127441,4.817401885986328,3.5818862915039062,3.901989221572876,2.418278694152832,2.3444435596466064,1.7887378931045532,1.560839295387268,2.0284464359283447,1.492524266242981,1.2725831270217896,1.628981113433838,1.2416090965270996,1.3927600383758545,1.2927684783935547,1.415910243988037,1.2223213911056519,1.6742234230041504,1.1600178480148315,101.68075811351025,9.221013100627651,87.84514175673752,140.25326982734947,98.60283775029484,52.40812807061195,0.015074862892500195,0.9401709401709402,0.118308339221204,0.07127235188376616,0.0013148264260962605,0.34702643752098083,0.6024287939071655,0.1353730410337448,0.1111111111111111,0.08863348023504274,0.08824295122166606,1356.8372552408862,882.7381256162978,1424.9428249772295,459.45237056059716,2488.915598290598,1600.7811373474042,0.019408423485533875,0.04011791813205638,3.771551724137931
data/raw/ravdess/Actor_01/03-01-02-02-01-02-01.wav,1,calm,2,0,train,NOT_STRESSED,2.176,-260.5729675292969,62.617313385009766,105.31053161621094,63.965206146240234,-1.9614293575286865,31.410526275634766,25.764869689941406,21.293201446533203,4.1073994636535645,25.011871337890625,-3.7686855792999268,15.02751350402832,-12.97099494934082,17.661638259887695,-11.849729537963867,12.347648620605469,-13.724261283874512,12.01777458190918,3.9444713592529297,16.39688491821289,-4.812312126159668,12.981999397277832,-2.4804975986480713,8.118955612182617,-10.333002090454102,10.890671730041504,2.8711276054382324,9.443451881408691,-7.663344383239746,8.084714889526367,-5.383209705352783,10.315324783325195,-4.495171070098877,10.223736763000488,0.997287929058075,6.809464454650879,-12.857043266296387,9.907478332519531,-0.37114185094833374,7.490042209625244,10.162447929382324,8.25125503540039,4.495671272277832,3.2291791439056396,3.780726909637451,2.207993507385254,2.6198570728302,1.7916338443756104,1.7071001529693604,2.0072290897369385,1.8372784852981567,1.3857403993606567,1.6907000541687012,1.5542646646499634,1.348584532737732,1.296722173690796,1.3611263036727905,1.0106282234191895,1.5118303298950195,0.9640398025512695,106.31589470797078,15.223830705740314,69.72273521747039,141.06574875403305,105.07123336870623,71.34301353656267,0.02596628241044936,0.927007299270073,0.09651474764461826,0.07102091251566336,0.006869700271636248,0.3748595118522644,0.7358554005622864,0.15635472536087036,0.19708029197080293,0.13887146441605838,0.15703884341198565,1622.269165945663,1189.9381175592964,1421.910349256941,419.929116846776,2788.663321167883,1791.704100080421,0.029850112942827484,0.05180646321576681,5.055147058823529
